,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,0.18644008,0.12687686,0.13622007,0.123852074,0.0019062948,-0.23719117,0.2228712,0.04186911,0.062577486,-0.1192373,0.18054649,0.0033513717,-0.08174372,-0.011274398,-0.11823219,-0.00051870197,0.117058784,-0.14410955,-0.021014987,-0.06296524,0.0050868765,-0.061185837,-0.15608558,-0.22299773,-0.02513604,-0.0747816,-0.027931452,0.1574223,0.19629325,-0.23405892,-0.1299922,-0.04194256,-0.044143904,-0.20832841,-0.28614238,-0.057408985,-0.22114225,-0.095614426,-0.08475819,0.13260874,-0.08161556,0.035465598,0.205883,0.38668412,-0.06894669,0.124582574,0.18555178,0.04732516,-0.020488117,0.022569671,-0.10619153,0.10787374,0.13165575,-0.12765464,0.107323624,-0.1154499,-0.13318688,-0.13911106,0.011555627,0.036626946,-0.015325025,0.13462588,0.20469138,-0.18692899
1,-0.06349105,0.057287864,-0.005047247,-0.09888493,0.037873387,0.16451882,-0.05107844,0.057968095,0.0365572,0.10794981,-0.17637447,0.046960123,0.11141962,0.14411262,-0.031712882,0.14870471,0.033079028,0.060988117,0.06168039,-0.058663942,-0.027945686,-0.04478493,0.040874038,-0.034452163,0.06501195,-0.037060127,-0.03281106,-0.05122716,-0.13976038,0.14958256,0.08087511,0.08542451,0.016472576,0.048123427,0.11715585,0.06444339,0.16412024,0.03579004,-0.049430683,-0.029702902,0.048156273,0.10122709,-0.18413234,-0.07940076,0.026027214,-0.116654254,0.022099707,-0.114110306,-0.042702775,-0.026502654,0.03111128,-0.1308617,0.033263564,0.04796137,0.13120392,0.058020215,0.06668793,-0.13188462,-0.044626154,0.11149292,0.013386279,-0.014825903,-0.0045419037,0.11388727
2,0.1091601,0.0062617324,0.04278568,0.16278139,-0.10757493,-0.27980036,0.20809716,-0.03632962,0.048267428,-0.19853872,0.33764568,0.009505998,-0.10874131,-0.14540519,-0.06774317,-0.118296154,-0.025372785,-0.12415117,-0.019747809,0.11753596,-0.11974543,-0.045238484,-0.20396315,-0.22215188,-0.16072048,0.018101107,0.030345172,0.21021354,0.13790175,-0.26493794,0.0037719645,-0.18718737,-0.012831729,-0.019776482,-0.37057385,-0.2222687,-0.31196356,-0.22759327,-0.12231013,0.16368842,-0.1935476,-0.09242301,0.28272715,0.4029014,-0.2137127,0.124807164,0.049541667,0.16897352,0.011919503,-0.0064599663,-0.21880865,0.22754413,0.081798136,-0.16142878,-0.06628673,-0.15382798,-0.13543108,-0.08428863,0.021967396,-0.033842616,-0.18298557,0.105211034,0.21769193,-0.2940507
3,-0.07971082,-0.18652044,-0.27122688,0.07512434,-0.18881863,-0.4066571,0.11487393,-0.1602138,-0.003965445,-0.2550513,0.4439044,0.12457539,-0.024141997,-0.1715327,0.19638799,-0.22661243,-0.18302143,-0.036731217,0.16356209,0.44427133,0.021049038,-0.23291646,-0.09809011,-0.2694638,-0.109269865,0.27001846,0.16161326,0.08012416,0.11479229,-0.11888921,0.11883891,-0.39084002,-0.01882277,-0.015639488,-0.124408655,-0.4106539,-0.123800114,-0.11318644,-0.15183103,0.1003273,-0.06591389,-0.035702452,0.37928674,0.1137937,-0.14988054,-0.10853328,-0.2696407,0.40971622,0.27488393,-0.110553764,-0.20299532,0.60312814,-0.09392354,-4.4893473e-05,-0.25289553,0.0062783966,-0.15004446,0.09335231,-0.028519548,-0.29184508,-0.46727014,0.072627306,0.0018729866,-0.043307
4,0.042724587,-0.1234203,-0.18576749,0.119842455,-0.039448768,-0.06907698,-0.043722622,0.0042430153,-0.10196377,-0.12982795,0.22276857,-0.10096105,-0.029154364,-0.15104741,0.09882725,-0.29250744,-0.11035289,-0.039568454,0.07566035,0.24055788,0.008107081,-0.021886708,0.05739562,0.031603344,-0.091918044,0.16835983,0.023231342,0.0028684288,0.1710919,-0.09897834,0.04011776,-0.16259193,-0.13484278,0.11529358,0.021410147,-0.13976578,-0.102008164,-0.09658725,-0.11745496,0.11180264,-0.03551773,-0.12079497,0.25578883,-0.005911544,-0.09008201,0.071462244,0.035584845,0.20597151,0.054786958,0.13410814,-0.0035459897,0.26164338,0.02838712,-0.045927063,-0.23956269,0.02387743,-0.12974922,0.14709596,-0.052539833,-0.31536472,-0.10541703,0.056770105,-0.058978952,-0.052198686
5,0.027307607,-0.16215132,-0.2152385,0.13343035,-0.06495503,-0.17704415,-0.012215488,-0.02819988,-0.09247405,-0.20310044,0.29844713,-0.10936063,-0.04515352,-0.13905312,0.0946698,-0.3076169,-0.12016626,-0.026168913,0.10186391,0.2976938,0.010078408,-0.08347565,0.0054267407,-0.02852352,-0.13815975,0.19248521,0.07212237,0.049405087,0.17383876,-0.1083667,0.06437482,-0.21873616,-0.13923176,0.070308566,-0.03816786,-0.21548995,-0.1249181,-0.1315465,-0.16019543,0.16410795,-0.094308935,-0.12856941,0.33454272,0.068545975,-0.12077477,0.013782944,-0.002892319,0.28026262,0.11527692,0.14990908,-0.08812011,0.36823002,0.051620208,-0.06193094,-0.22371563,-0.021120764,-0.13415794,0.12033634,-0.064217485,-0.332875,-0.1928323,0.0753739,-0.038461328,-0.08527041
6,-0.03904634,-0.17165448,-0.31135225,0.0696612,-0.16539413,-0.37081656,0.061822444,-0.12808777,-0.04160338,-0.20027605,0.38332957,-0.008548124,0.0063566305,-0.14720058,0.23499332,-0.27752936,-0.26749623,0.053410564,0.14409594,0.4893784,0.07207601,-0.17304604,-0.06759206,-0.12691405,-0.13665558,0.25685546,0.13809201,0.02988819,0.1774976,-0.11864659,0.14343667,-0.34710592,-0.04724336,-0.046903625,-0.110890396,-0.34818348,-0.11165798,-0.081936814,-0.12255198,0.07446918,-0.057681076,-0.09646368,0.38609612,0.054876488,-0.12369592,-0.04090239,-0.27456924,0.46061605,0.26186383,-0.06662936,-0.23602071,0.5920823,-0.0390162,0.021302812,-0.21896207,0.0149173075,-0.14471506,0.12929216,-0.064382575,-0.30139562,-0.39196634,0.06816083,0.026814692,-0.028925635
7,-0.13200985,-0.10863274,-0.07509889,-0.052635204,0.058075123,0.09505918,-0.09794697,-0.006241136,0.0039743893,-0.009835497,-0.030123916,0.0068390667,-0.1046125,-0.03788932,0.053136863,-0.041091174,-0.03561586,0.06733289,-0.038442824,0.026187006,-0.023985773,0.056224704,0.012958765,0.12153601,-0.0038242035,0.044598635,0.059593163,-0.053964965,-0.096661925,0.064082734,0.036051754,-0.030254804,0.06861009,0.085599765,0.10138126,-0.020285744,0.05906713,-0.0011181645,-0.0028558522,0.008600339,-0.05369214,-0.0654511,-0.045812953,-0.11407259,0.02089785,-0.052479837,-0.15281259,0.0046384735,0.040154662,-0.00047578663,0.08937475,-0.025386382,-0.06168452,0.05504521,-0.07199015,-0.00976841,0.056664556,0.102940544,0.020042107,-0.04964353,0.017948277,-0.1140382,-0.08783402,0.046141215
8,0.12037272,0.20551349,0.27708006,0.01751355,0.050812453,0.0006624907,0.05917745,0.025288833,0.097124204,0.093005374,-0.14524072,0.019779183,0.049843773,0.11298382,-0.095590174,0.19391868,0.17423083,-0.09317696,-0.03877439,-0.25527683,0.1200708,-0.022168616,0.009668933,-0.08588836,0.14659728,-0.1472769,-0.13359012,-0.008263148,0.10398576,-0.04506944,-0.15725423,0.1581259,-0.033906292,-0.22503763,-0.0373524,0.19039585,0.0245202,0.07480811,0.08951187,-0.08967766,0.07556049,0.1486597,-0.09936986,0.07204527,0.07220782,0.101637326,0.16404885,-0.17490193,-0.11034381,-0.05900929,-0.040043037,-0.16487002,0.09044517,0.001106225,0.24798632,0.05835878,-0.034835868,-0.13782284,0.012719579,0.22325489,0.18950589,0.09385081,0.1378194,0.021229658
9,-0.022829391,0.18275006,0.1734958,-0.07059729,0.025657792,0.10446666,0.1041056,0.06571135,0.1513684,0.109529786,-0.17573732,0.09412766,0.068433106,0.18880019,-0.11078699,0.27174786,0.113448456,-0.03248386,-0.040198147,-0.20862758,-0.05068298,-0.0138650015,-0.062083133,-0.115112476,0.1394632,-0.2070646,-0.08916204,0.04191996,-0.108513236,0.075128205,-0.006370511,0.15325288,0.07206522,-0.08257691,-0.07760863,0.12360556,0.0766721,0.03762703,0.01752167,-0.033217244,-0.018205471,0.1338655,-0.22204748,0.09824087,0.042496387,-0.07115913,0.047261752,-0.19550234,-0.1326203,-0.10893294,-0.05924271,-0.24729636,0.038631156,0.0010086857,0.23343304,0.008127946,0.04713087,-0.2477607,0.055779472,0.3054037,0.090871975,0.011593176,0.12878402,0.05884767
