,0
0,4
1,0
2,2
3,0
4,0
5,0
6,3
7,5
8,6
9,4
10,5
11,5
12,5
13,5
14,2
15,0
16,6
17,5
18,5
19,0
20,5
21,0
22,2
23,2
24,3
25,0
26,3
27,5
28,1
29,1
30,2
31,3
32,0
33,5
34,6
35,6
36,5
37,0
38,2
39,5
40,2
41,6
42,6
43,2
44,1
45,2
46,6
47,2
48,5
49,0
50,5
51,1
52,0
53,2
54,6
55,2
56,0
57,4
58,1
59,2
60,4
61,5
62,2
63,1
64,4
65,0
66,5
67,5
68,5
69,6
70,0
71,1
72,1
73,2
74,0
75,1
76,0
77,2
78,4
79,6
80,0
81,1
82,5
83,3
84,0
85,5
86,5
87,3
88,6
89,6
90,0
91,0
92,1
93,0
94,6
95,2
96,4
97,4
98,2
99,5
100,4
101,5
102,2
103,0
104,5
105,5
106,1
107,4
108,2
109,4
110,0
111,4
112,2
113,1
114,5
115,5
116,6
117,0
118,5
119,2
120,6
121,4
122,5
123,6
124,2
125,5
126,2
127,5
128,2
129,4
130,6
131,0
132,6
133,1
134,4
135,5
136,2
137,6
138,4
139,6
140,2
141,2
142,5
143,5
144,6
145,5
146,3
147,0
148,5
149,4
150,4
151,6
152,5
153,6
154,2
155,0
156,1
157,5
158,5
159,3
160,6
161,3
162,5
163,2
164,0
165,5
166,5
167,0
168,5
169,6
170,5
171,2
172,6
173,6
174,4
175,6
176,6
177,4
178,0
179,1
180,0
181,5
182,3
183,1
184,6
185,6
186,1
187,6
188,5
189,5
190,5
191,0
192,1
193,6
194,0
195,0
196,2
197,5
198,2
199,5
200,5
201,2
202,0
203,5
204,0
205,5
206,2
207,4
208,6
209,0
210,5
211,5
212,1
213,2
214,3
215,5
216,1
217,1
218,0
219,6
220,1
221,5
222,3
223,1
224,1
225,4
226,0
227,0
228,4
229,6
230,2
231,5
232,5
233,0
234,2
235,5
236,6
237,0
238,5
239,0
240,1
241,6
242,6
243,2
244,1
245,6
246,2
247,1
248,6
249,3
250,0
251,0
252,0
253,5
254,2
255,5
256,3
257,6
258,5
259,0
260,1
261,3
262,0
263,0
264,5
265,1
266,5
267,3
268,2
269,2
270,2
