,0
0,2
1,4
2,3
3,4
4,1
5,1
6,3
7,1
8,0
9,2
10,1
11,1
12,1
13,1
14,4
15,3
16,0
17,1
18,1
19,1
20,5
21,1
22,1
23,5
24,4
25,4
26,6
27,1
28,6
29,1
30,1
31,2
32,4
33,4
34,3
35,5
36,1
37,0
38,2
39,1
40,1
41,2
42,1
43,4
44,0
45,0
46,4
47,2
48,1
49,0
50,1
51,1
52,3
53,1
54,4
55,3
56,4
57,0
58,4
59,5
60,4
61,4
62,4
63,4
64,1
65,4
66,2
67,0
68,5
69,0
70,1
71,1
72,1
73,2
74,5
75,4
76,4
77,4
78,1
79,2
80,5
81,2
82,4
83,0
84,5
85,2
86,1
87,3
88,5
89,1
90,1
91,6
92,0
93,0
94,3
95,3
96,4
97,3
98,0
99,4
100,0
101,2
102,2
103,4
104,1
105,0
106,1
107,4
108,3
109,1
110,1
111,0
112,0
113,4
114,0
115,5
116,0
117,4
118,4
119,1
120,1
121,4
122,0
123,3
124,1
125,4
126,2
127,2
128,1
129,0
130,4
131,1
132,4
133,1
134,4
135,0
136,0
137,1
138,1
139,0
140,2
141,0
142,1
143,4
144,0
145,4
146,0
147,1
148,4
149,4
150,1
151,0
152,1
153,6
154,1
155,0
156,1
157,2
158,4
159,0
160,1
161,0
162,4
163,5
164,2
165,1
166,1
167,6
168,0
169,3
170,1
171,4
172,5
173,1
174,1
175,5
176,1
177,0
178,1
179,4
180,2
181,0
182,0
183,0
184,0
185,2
186,3
187,2
188,3
189,6
190,0
191,0
192,4
193,0
194,4
195,0
196,1
197,1
198,1
199,5
200,4
201,0
202,1
203,3
204,1
205,1
206,4
207,1
208,1
209,4
210,5
211,1
212,1
213,1
214,4
215,0
216,2
217,3
218,1
219,1
220,4
221,1
222,4
223,6
224,1
225,4
226,2
227,1
228,0
229,2
230,1
231,0
232,3
233,4
234,0
235,0
236,3
237,5
238,2
239,0
240,4
241,1
242,1
243,5
244,4
245,1
246,0
247,5
248,1
249,1
250,4
251,0
252,0
253,2
254,2
255,0
256,4
257,1
258,0
259,6
260,5
261,3
262,5
263,1
264,1
265,1
266,6
267,0
268,1
269,5
270,2
271,6
272,5
273,5
274,1
275,4
276,1
277,6
278,1
279,4
280,4
281,6
282,4
283,3
284,1
285,1
286,4
287,2
288,1
289,0
290,2
291,4
292,1
293,1
294,4
295,1
296,1
297,4
298,6
299,1
300,1
301,4
302,5
303,1
304,2
305,1
306,0
307,0
308,0
309,1
310,2
311,2
312,3
313,0
314,3
315,2
316,0
317,0
318,0
319,6
320,0
321,0
322,0
323,4
324,0
325,4
326,0
327,1
328,4
329,5
330,4
331,4
332,4
333,4
334,1
335,4
336,1
337,1
338,1
339,1
340,3
341,0
342,1
343,1
344,1
345,0
346,4
347,6
348,1
349,4
350,4
351,4
352,6
353,0
354,0
355,1
356,6
357,1
358,1
359,4
360,4
361,1
362,1
363,0
364,1
365,1
366,4
367,2
368,5
369,0
370,4
371,1
372,0
373,1
374,4
375,4
376,1
377,2
378,4
379,1
380,1
381,0
382,0
383,4
384,1
385,4
386,3
387,3
388,1
389,4
390,0
391,1
392,1
393,1
394,0
395,1
396,1
397,4
398,4
399,2
400,1
401,4
402,4
403,3
404,1
405,0
406,5
407,4
408,2
409,0
410,1
411,0
412,6
413,0
414,3
415,1
416,6
417,5
418,4
419,1
420,4
421,0
422,3
423,1
424,4
425,0
426,6
427,1
428,4
429,4
430,4
431,1
432,3
433,0
434,4
435,5
436,3
437,2
438,2
439,1
440,0
441,0
442,4
443,4
444,5
445,4
446,4
447,2
448,3
449,2
450,1
451,4
452,4
453,1
454,1
455,2
456,1
457,1
458,2
459,1
460,4
461,1
462,0
463,6
464,1
465,4
466,1
467,1
468,1
469,1
470,2
471,3
472,1
473,4
474,0
475,1
476,6
477,4
478,3
479,0
480,5
481,0
482,4
483,1
484,5
485,0
486,4
487,4
488,1
489,0
490,6
491,4
492,2
493,5
494,1
495,6
496,2
497,1
498,1
499,1
500,3
501,3
502,0
503,6
504,1
505,2
506,1
507,0
508,0
509,2
510,3
511,4
512,5
513,2
514,1
515,0
516,2
517,6
518,3
519,1
520,0
521,1
522,1
523,1
524,1
525,0
526,1
527,0
528,1
529,0
530,4
531,4
532,4
533,1
534,2
535,2
536,4
537,4
538,4
539,3
540,2
541,0
542,5
543,1
544,3
545,0
546,2
547,0
548,4
549,0
550,0
551,4
552,1
553,1
554,0
555,0
556,2
557,4
558,2
559,1
560,3
561,1
562,0
563,4
564,4
565,4
566,2
567,3
568,1
569,2
570,3
571,0
572,0
573,1
574,3
575,2
576,2
577,6
578,0
579,3
580,0
581,1
582,0
583,5
584,1
585,1
586,1
587,1
588,1
589,1
590,0
591,0
592,2
593,2
594,4
595,5
596,2
597,1
598,0
599,0
600,1
601,2
602,1
603,4
604,4
605,1
606,2
607,5
608,3
609,0
610,5
611,1
612,4
613,4
614,1
615,2
616,2
617,0
618,2
619,4
620,0
621,4
622,1
623,1
624,1
625,4
626,6
627,1
628,1
629,1
630,0
631,4
632,1
633,4
634,0
635,6
636,0
637,4
638,0
639,3
640,5
641,0
642,4
643,5
644,1
645,0
646,5
647,3
648,0
649,1
650,1
651,4
652,5
653,1
654,5
655,4
656,5
657,0
658,1
659,5
660,1
661,2
662,3
663,1
664,3
665,1
666,3
667,5
668,2
669,3
670,0
671,4
672,4
673,1
674,0
675,5
676,5
677,2
678,1
679,0
680,0
681,3
682,3
683,1
684,1
685,2
686,0
687,1
688,1
689,5
690,0
691,5
692,1
693,1
694,0
695,2
696,2
697,4
698,1
699,5
700,6
701,1
702,1
703,4
704,2
705,4
706,4
707,1
708,2
709,4
710,0
711,1
712,2
713,1
714,5
715,4
716,4
717,1
718,6
719,1
720,1
721,1
722,2
723,0
724,1
725,1
726,4
727,0
728,4
729,4
730,1
731,4
732,1
733,0
734,1
735,1
736,4
737,4
738,4
739,0
740,1
741,2
742,0
743,2
744,0
745,0
746,1
747,3
748,1
749,4
750,3
751,1
752,2
753,3
754,1
755,4
756,4
757,4
758,0
759,1
760,2
761,4
762,1
763,1
764,0
765,2
766,3
767,1
768,0
769,1
770,3
771,0
772,1
773,3
774,0
775,2
776,0
777,4
778,3
779,4
780,0
781,0
782,1
783,2
784,4
785,2
786,1
787,5
788,1
789,1
790,0
791,6
792,0
793,4
794,1
795,1
796,1
797,5
798,0
799,6
800,5
801,2
802,1
803,1
804,0
805,1
806,1
807,3
808,4
809,1
810,4
811,2
812,2
813,5
814,0
815,5
816,1
817,3
818,1
819,4
820,4
821,0
822,0
823,0
824,0
825,4
826,4
827,1
828,0
829,2
830,1
831,0
832,1
833,4
834,1
835,2
836,5
837,0
838,0
839,5
840,0
841,1
842,1
843,3
844,0
845,2
846,1
847,1
848,1
849,1
850,0
851,4
852,1
853,1
854,0
855,1
856,2
857,1
858,1
859,1
860,1
861,4
862,0
863,2
864,1
865,4
866,5
867,4
868,4
869,4
870,1
871,4
872,2
873,2
874,4
875,0
876,0
877,5
878,6
879,0
880,1
881,4
882,2
883,1
884,0
885,1
886,4
887,1
888,4
889,4
890,1
891,1
892,0
893,0
894,1
895,1
896,1
897,1
898,2
899,0
900,1
901,0
902,1
903,0
904,1
905,5
906,1
907,1
908,4
909,4
910,4
911,1
912,1
913,0
914,3
915,2
916,2
917,5
918,2
919,1
920,1
921,2
922,5
923,4
924,0
925,0
926,1
927,1
928,0
929,4
930,0
931,0
932,4
933,1
934,1
935,0
936,0
937,1
938,1
939,2
940,0
941,0
942,4
943,4
944,0
945,1
946,1
947,1
948,5
949,1
950,6
951,0
952,3
953,0
954,4
955,1
956,4
957,4
958,3
959,3
960,0
961,1
