,0
0,4
1,1
2,6
3,1
4,5
5,2
6,6
7,5
8,0
9,0
10,5
11,5
12,5
13,5
14,1
15,0
16,0
17,3
18,5
19,1
20,2
21,1
22,3
23,2
24,1
25,4
26,5
27,2
28,3
29,3
30,5
31,2
32,5
33,0
34,4
35,1
36,0
37,2
38,3
39,5
40,0
41,0
42,1
43,1
44,4
45,3
46,5
47,0
48,5
49,5
50,4
51,6
52,1
53,0
54,1
55,2
56,4
57,1
58,4
59,5
60,1
61,1
62,1
63,2
64,3
65,1
66,1
67,5
68,4
69,6
70,5
71,4
72,1
73,5
74,3
75,6
76,1
77,4
78,4
79,2
80,1
81,1
82,2
83,5
84,1
85,0
86,0
87,6
88,6
89,2
90,0
91,6
92,0
93,1
94,0
95,4
96,1
97,1
98,5
99,1
100,5
101,1
102,2
103,5
104,0
105,0
106,1
107,0
108,6
109,0
110,5
111,4
112,5
113,5
114,1
115,4
116,6
117,2
118,1
119,4
120,4
121,0
122,1
123,5
124,5
125,5
126,1
127,0
128,0
129,5
130,3
131,3
132,3
133,3
134,1
135,4
136,4
137,0
138,5
139,1
140,1
141,1
142,0
143,2
144,5
145,3
146,3
147,4
148,4
149,4
150,5
151,0
152,2
153,2
154,3
155,5
156,5
157,4
158,6
159,1
160,2
161,3
162,1
163,2
164,5
165,4
166,5
167,1
168,4
169,3
170,3
171,3
172,4
173,4
174,6
175,1
176,6
177,3
178,0
179,1
180,0
181,5
182,0
183,1
184,5
185,5
186,2
187,5
188,0
189,5
190,6
191,5
192,5
193,1
194,5
195,2
196,1
197,2
198,5
199,5
200,1
201,4
202,6
203,2
204,5
205,4
206,3
207,1
208,5
209,4
210,3
211,5
212,4
213,1
214,5
215,3
216,6
217,5
218,0
219,3
220,6
221,2
222,4
223,3
224,1
225,2
226,2
227,2
228,1
229,5
230,2
231,3
232,5
233,4
234,4
235,0
236,1
237,1
238,0
239,1
240,0
241,5
242,4
243,2
244,6
245,2
246,2
247,5
248,5
249,5
250,2
251,1
252,2
253,2
254,5
255,4
256,2
257,2
258,1
259,1
260,1
261,2
262,2
263,5
264,4
265,3
266,0
267,4
268,5
269,5
270,5
271,4
272,5
273,3
274,4
275,5
276,5
277,1
278,2
279,3
280,4
281,5
282,0
283,0
284,1
285,4
286,1
287,6
288,1
289,4
290,4
291,0
292,4
293,4
294,3
295,0
296,1
297,0
298,2
299,4
300,5
301,2
302,2
303,1
304,1
305,5
306,1
307,2
308,5
309,5
310,5
311,5
312,1
313,0
314,0
315,2
316,5
317,5
318,0
319,4
320,5
321,4
322,1
323,1
324,3
325,0
326,5
327,2
328,1
329,1
330,1
331,2
332,5
333,0
334,2
335,5
336,1
337,4
338,2
339,3
340,1
341,4
342,5
343,1
344,1
345,1
346,4
347,5
348,5
349,5
350,4
351,0
352,4
353,5
354,5
355,6
356,6
357,5
358,3
359,5
360,2
361,5
362,0
363,5
364,2
365,4
366,1
367,1
368,1
369,1
370,1
371,5
372,0
373,2
374,2
375,5
376,0
377,5
378,0
379,4
380,3
381,2
382,1
383,5
384,5
385,3
386,6
387,2
388,5
389,1
390,5
391,1
392,5
393,2
394,6
395,3
396,1
397,2
398,6
399,1
400,3
401,5
402,0
403,3
404,5
405,1
406,2
407,1
408,0
409,5
410,4
411,6
412,1
413,2
414,1
415,4
416,5
417,5
418,4
419,5
420,0
421,1
422,5
423,1
424,2
425,0
426,5
427,1
428,5
429,5
430,5
431,5
432,3
433,5
434,1
435,4
436,2
437,1
438,6
439,4
440,2
441,0
442,1
443,5
444,3
445,1
446,4
447,5
448,4
449,6
450,1
451,1
452,2
453,2
454,1
455,3
456,1
457,6
458,4
459,5
460,4
461,1
462,3
463,5
464,6
465,1
466,2
467,3
468,5
469,0
470,3
471,6
472,5
473,1
474,1
475,5
476,4
477,2
478,4
479,2
480,5
481,4
482,4
483,4
484,1
485,2
486,4
487,5
488,4
489,1
490,6
491,1
492,1
493,6
494,3
495,6
496,0
497,4
498,3
499,4
500,4
501,0
502,1
503,1
504,5
505,0
506,0
507,1
508,5
509,4
510,5
511,5
512,0
513,0
514,4
515,1
516,4
517,6
518,5
519,4
520,6
521,1
522,0
523,5
524,5
525,0
526,2
527,0
528,2
529,5
530,5
531,5
532,5
533,2
